id,user_id,extended_tweet_full_text
1.3047857026143724e+18,90538995.0,woke up to see if the justin bieber pandemic was over. going back to sleep
1.3047857023081964e+18,8.497238877891214e+17,"@TeresaCCarter2 “Our intention is to make sure that evidence, science-based data drives policy through this pandemic—not ulterior deep state motives in the bowels of CDC,"" he [Caputo] said.

Ugh."
1.3047857028743004e+18,1.2938296925757604e+18,"For More Information contact us. 
Mail:- digitalabsolute8@gmail.com

Follow on 📷INSTAGRAM
@digit_alabsolut
#gym 🏋🚴💪 #gymlife #gymnastics #Gymaddicated #COVIDー19 #GymJordan #gymnastalliance #gymbunny #GymSetup #gymgay #Rajkot #startups #StartupIndia #startuplife #business https://t.co/1YdXp3aL0d"
1.304785703155503e+18,1.188901797072556e+18,"UAE reports 1,007 new Covid-19 cases, highest since outbreak https://t.co/H5TichC6fB"
1.3047857036043018e+18,227383015.0,Trump officials interfered with CDC reports on Covid-19 - POLITICO https://t.co/FdO5Badvah
1.3047857040068813e+18,8.145147001594839e+17,The CDC approved mutual masturbation as long as both parties wear a mask.
1.3047857042711757e+18,27021380.0,Yet another reason to vote ⁦@realDonaldTrump⁩ out. Like we don’t already have enough reasons. 52 days...Vote like your life depends on it because it literally does. #NotMyPresident #Covidiot #TrumpDoesntCare #TrumpKnew #TrumpLiedPeopleDied #VoteBlue https://t.co/yDly2jXVlt
1.3047857051350385e+18,35239395.0,"As we open up shops and transport, the cases are expected to shoot up. Fear about a probable 2nd wave is far-fetched because the 1st wave itself is still strong and growing. So, here are some measures I'd highly recommend to everyone to be able to sail through this tide: (3/n)"
1.3047857034784072e+18,2337076434.0,Best of luck to all our teams and clubs kicking off their fall seasons today! It's been almost a full year without soccer. Let's do this! #maskup https://t.co/RGzRvG8VXw
1.3047857053364838e+18,58256324.0,"Coronavirus: isolation rule-breakers in England may be fined, says Gove https://t.co/rYPpeg59U3"
1.3047857053616456e+18,1.10880549958631e+18,@Ruebush77 @LazeVT People on the team are definitely testing positive did you read Fuente's comments earlier in the week about not being sure about fielding a competitive team if they had to play this weekend?
1.3047857060914135e+18,250657215.0,@mjd1735 @KizzyPhD Are you in the COVID-19 study already? GET IN LINE BEHIND DONALD DUCK TRUMP.
1.3047857064815944e+18,1173139700.0,@Tim_Bousquet They are already past their 2nd negative covid test. I feel so bad for those students that have been criminalized by a frightened administration.
1.3047857067289843e+18,107364963.0,@LucienBrochet Covid
1.3047857070184527e+18,8.891637789438401e+17,"Navajo Nation, reeling from coronavirus, focuses attention on elections
https://t.co/9fFJSDLMh4"
1.3047857071400264e+18,1.2708207989499208e+18,i miss my mf bestfriends )): bts ima see u soon don’t worry i’m coming ima fight corona so i can see u i’ll find a cure
1.3047857076727644e+18,42007513.0,"""Lockdown Day 173"" https://t.co/MdPkYSfNo2  See my new daily photo on #blipfoto"
1.3047857079286088e+18,1.0204473960174592e+18,"@SenWarren Seems to me that every politician is looking out for themselves right NOW!. He said she said is absolutely ridiculous. Trump moved swiftly on the pandemic!, let’s face it. After everything he went through during his term, I would have thought Covid-19 was a hoax also."
1.3047857098244383e+18,1.2577498742605414e+18,"@DonaldJTrumpJr Who knows more about crooks than the #TrumpCrimeFamily?

#TrumpIsALoser 
#TrumpVirus 
#TrumpkillsAmericans"
1.3047857098160497e+18,380725931.0,MASKED ! DARKNESS FALLS...: Pandemic Pontifications by Ron Foster https://t.co/TcC9pBbXAM via @amazon #prepper
1.3047857105079828e+18,1.1949450991357335e+18,"@honorgoesfar @catturd2 I know, it’s like Woodward sitting on President Trumps playing down the China virus for six months."
1.304785710017323e+18,81854233.0,"An Amesbury woman has been named a 'lockdown hero' and is to have Great Western train named after her.  (3/7)

https://t.co/0DfefSi8p8 https://t.co/wzWAPCx5E7"
1.3047857111833395e+18,223689142.0,@StateSheep @StephenKing When SAR's hit and they told everyone what to do and not do did you see panic. NO YOU DIDN'T so why do you think it would have been any different with COVID-19 just use you head and stop spreading lie's and conspiracy theories
